transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price
1265,8/18/2021 10:12,P0420,4,americanexpress,374283735828170,F,18.06,1,19.69
1266,8/18/2021 11:16,P0368,5,,201489355506322,F,9.52,1,10.99
1267,8/18/2021 11:53,P0750,7,americanexpress,374288397268912,F,18.5,2,20.39
1268,8/18/2021 12:22,P0602,9,mastercard,5108753131240693,F,15.81,4,17.59
1269,8/18/2021 16:17,P0312,7,,5602239131987297722,F,17.43,1,18.49
1270,8/18/2021 17:07,P0089,6,visa,4041595342973,F,12.63,1,14.29
1271,8/18/2021 18:12,P0271,3,visa,4041591952225069,F,15.16,1,16.79
1272,8/18/2021 19:39,P0204,6,mastercard,5048371246688673,F,9.72,1,11.19
1273,8/18/2021 20:02,P0216,10,americanexpress,374288467989595,F,13.96,3,14.89
1274,8/18/2021 21:38,P0029,5,americanexpress,374288303092281,F,5.05,3,5.69
1275,8/18/2021 22:18,P0713,5,visa,4041595933246847,F,11.32,5,12.29
1276,8/19/2021 2:28,P0439,6,visa,4041592891688771,F,18.12,3,19.79
1277,8/19/2021 9:21,P0520,7,americanexpress,374288453044652,F,18.18,4,19.89
1278,8/19/2021 14:46,P0520,5,mastercard,5048376290801130,F,18.18,3,19.89
1279,8/19/2021 22:13,P0435,8,americanexpress,374283728277609,F,7.88,1,8.39
1280,8/19/2021 23:07,P0023,6,mastercard,5108757987059776,F,17.79,4,19.19
1281,8/19/2021 23:27,P0215,7,americanexpress,374283401005400,F,0.81,2,1.59
1282,8/20/2021 6:18,P0210,1,americanexpress,374288334973228,F,2.78,1,3.89
1283,8/20/2021 6:30,P0200,5,mastercard,5108750051495539,F,19.29,1,21.19
1284,8/20/2021 11:01,P0151,8,mastercard,5048379743347263,F,16.15,1,17.89
1285,8/20/2021 13:57,P0229,1,mastercard,5048375376874532,F,12.15,2,13.69
1286,8/20/2021 16:15,P0014,7,americanexpress,374283784075210,F,1.61,5,1.79
1287,8/20/2021 18:59,P0206,8,visa,4041595434735660,F,0.58,2,1.49
1288,8/21/2021 3:23,P0580,4,visa,4041595865304,F,3.39,1,4.59
1289,8/21/2021 4:10,P0511,6,americanexpress,374283090315292,T,7.06,2,8.19
1290,8/21/2021 7:36,P0278,5,mastercard,5108753429130911,F,13.24,2,14.69
1291,8/21/2021 7:38,P0190,6,mastercard,5108759276589406,F,18.93,3,20.89
1292,8/21/2021 13:25,P0565,9,visa,4041591915053,T,16.25,2,17.99
1293,8/21/2021 15:20,P0606,5,visa,4041597134202165,F,14.31,3,15.19
1294,8/21/2021 18:00,P0258,7,mastercard,5048375160275375,F,16.65,2,18.09
1295,8/21/2021 18:44,P0347,7,americanexpress,374283504842030,F,5.37,1,6.29
1296,8/21/2021 20:32,P0243,7,americanexpress,374283712220714,F,18.18,2,19.89
1297,8/22/2021 1:13,P0278,6,americanexpress,374283264077843,F,13.24,2,14.69
1298,8/22/2021 2:54,P0312,3,visa,4041595782871,F,17.43,2,18.49
1299,8/22/2021 10:10,P0400,8,mastercard,5108753409233917,F,6.39,1,7.69
1300,8/22/2021 10:50,P0227,6,visa,4041595003860279,F,7.59,1,8.29
1301,8/22/2021 13:30,P0552,5,mastercard,5048371979374038,F,11.36,3,12.29
1302,8/22/2021 18:42,P0625,6,mastercard,5108751383767496,F,5.15,3,5.89
1303,8/22/2021 18:49,P0259,6,mastercard,5048373834767976,F,5.21,3,5.99
1304,8/22/2021 21:33,P0152,8,visa,4041594690189290,F,16.33,3,17.99
1305,8/22/2021 23:39,P0513,8,mastercard,5048379038824646,F,0.97,1,1.59
1306,8/23/2021 1:11,P0264,6,visa,4041592453789025,T,4.11,3,4.89
1307,8/23/2021 2:25,P0268,7,visa,4041598665173148,F,11.93,1,13.39
1308,8/23/2021 4:43,P0552,7,americanexpress,374288412083536,F,11.36,4,12.29
1309,8/23/2021 5:25,P0026,5,americanexpress,374283722088036,F,13.19,2,14.69
1310,8/23/2021 6:48,P0056,7,visa,4041597255912816,F,5.95,1,7.19
1311,8/23/2021 7:48,P0175,7,visa,4041593675192,F,10.26,2,11.49
1312,8/23/2021 11:02,P0170,6,americanexpress,374283751787862,F,8.13,5,8.89
1313,8/23/2021 13:14,P0608,8,visa,4041594825451136,F,11.04,3,11.69
1314,8/23/2021 15:19,P0409,6,visa,4041594544801,T,18.03,2,19.69
1315,8/23/2021 22:56,P0398,8,visa,4041599995321,F,1.75,2,2.09
1316,8/23/2021 23:51,P0625,5,americanexpress,374283590554259,F,5.15,3,5.89
1317,8/24/2021 0:30,P0504,6,americanexpress,374288203706790,T,3.38,1,4.59
1318,8/24/2021 4:15,P0712,4,visa,4041590144200,F,17.46,1,18.59
1319,8/24/2021 8:13,P0310,8,americanexpress,374283937790574,F,14.48,2,15.59
1320,8/24/2021 8:18,P0401,7,visa,4041593357480414,F,16.69,2,18.09
1321,8/24/2021 8:19,P0533,7,visa,4041594065880,F,1.5,4,1.69
1322,8/24/2021 10:13,P0442,6,mastercard,5048371681296487,F,14.89,2,16.39
1323,8/24/2021 11:59,P0467,3,mastercard,5108759140613218,F,4.66,2,4.99
1324,8/24/2021 14:54,P0575,8,americanexpress,374288725813884,F,2.81,4,3.99
1325,8/24/2021 15:15,P0196,8,americanexpress,374288425065694,F,13.84,2,14.89
1326,8/24/2021 19:01,P0512,6,mastercard,5048370116611757,F,15.55,2,17.39
1327,8/24/2021 19:38,P0502,4,visa,4041591377430971,F,1.37,1,1.69
1328,8/24/2021 22:55,P0271,4,visa,4041598926152,F,15.16,1,16.79
1329,8/25/2021 1:04,P0581,8,visa,4041595441403,F,0.51,2,1.49
1330,8/25/2021 2:19,P0281,7,americanexpress,374283171342728,F,2.39,1,3.29
1331,8/25/2021 3:27,P0362,6,visa,4041598679742532,F,3.73,2,4.79
1332,8/25/2021 6:21,P0454,8,mastercard,5048376281825825,F,5.79,4,6.99
1333,8/25/2021 8:18,P0396,9,visa,4041593318171086,F,4.18,2,4.89
1334,8/25/2021 12:06,P0029,9,visa,4041595234154,F,5.05,1,5.69
1335,8/25/2021 19:11,P0270,6,mastercard,5048378557959585,F,6.97,3,8.09
1336,8/25/2021 20:33,P0555,6,americanexpress,374288937528346,F,19.13,1,21.09
1337,8/25/2021 21:11,P0381,8,visa,4041592757470,T,5.05,1,5.69
1338,8/25/2021 22:51,P0452,7,mastercard,5108751994580791,F,8.33,2,9.29
1339,8/26/2021 4:34,P0681,5,visa,4041597960476974,F,5.26,1,6.09
1340,8/26/2021 13:51,P0239,5,visa,4041596345066,F,0.32,4,1.29
1341,8/26/2021 14:42,P0213,7,americanexpress,374283589195130,F,11.19,3,11.99
1342,8/26/2021 14:57,P0190,7,mastercard,5108754562502379,T,18.93,1,20.89
1343,8/26/2021 16:20,P0405,4,mastercard,5108750185660347,F,18.2,1,19.99
1344,8/26/2021 17:19,P0606,6,visa,4041592266341378,F,14.31,1,15.19
1345,8/26/2021 18:11,P0559,5,visa,4041594752438,F,6.29,3,7.69
1346,8/26/2021 23:20,P0114,9,mastercard,5048372649310873,F,7.39,1,8.29
1347,8/27/2021 0:53,P0431,7,,374288199370031,F,10.67,1,11.59
1348,8/27/2021 5:10,P0521,7,visa,4041592324792,T,16.37,3,17.99
1349,8/27/2021 10:32,P0278,7,visa,4041596126575463,F,13.24,1,14.69
1350,8/27/2021 13:29,P0545,5,mastercard,5048377620681044,F,6.62,2,7.89
1351,8/27/2021 16:33,P0202,5,visa,4041596227885167,T,7.25,1,8.19
1352,8/27/2021 22:52,P0546,10,visa,4041593612908985,F,3.2,2,4.39
1353,8/27/2021 23:39,P0622,5,visa,4041597707967,F,13.87,1,14.89
1354,8/28/2021 4:55,P0256,3,mastercard,5048370865521025,F,2.08,2,2.69
1355,8/28/2021 8:34,P0174,4,visa,4041599660039318,T,2.25,3,2.99
1356,8/28/2021 11:48,P0636,6,visa,4041591632385,F,5.02,3,5.59
1357,8/28/2021 13:52,P0521,5,mastercard,5048370761376003,F,16.37,1,17.99
1358,8/28/2021 14:46,P0571,5,visa,4041597555580,F,4.35,2,4.99
1359,8/28/2021 16:23,P0524,6,mastercard,5048376832185703,F,10.66,1,11.59
1360,8/28/2021 16:40,P0253,6,mastercard,5108751601188491,F,3.09,3,4.29
1361,8/28/2021 21:48,P0397,4,visa,4041592879101334,F,13.67,1,14.89
1362,8/29/2021 0:10,P0147,3,americanexpress,374288253573827,F,18,5,19.59
1363,8/29/2021 0:58,P0111,4,visa,4041590832322153,T,11.74,1,13.09
1364,8/29/2021 1:18,P0414,6,mastercard,5108751257054104,F,10.22,5,11.49
1365,8/29/2021 5:46,P0141,7,visa,4041594735284,F,14.75,3,16.09
1366,8/29/2021 8:13,P0177,6,visa,4041599898939,F,7.63,3,8.29
1367,8/29/2021 10:23,P0555,8,visa,4041593754096,T,19.13,1,21.09
1368,8/29/2021 10:35,P0692,8,visa,4041599439119557,F,11.98,4,13.49
1369,8/29/2021 12:48,P0266,1,visa,4041593853252,F,7.49,1,8.29
1370,8/29/2021 15:04,P0023,7,mastercard,5108754182165706,F,17.79,1,19.19
1371,8/29/2021 16:25,P0652,2,visa,4041593067614,F,0.87,2,1.59
1372,8/29/2021 20:30,P0221,9,visa,4041594317943,F,0.59,4,1.49
1373,8/29/2021 21:19,P0083,7,americanexpress,374288575936850,F,3.42,5,4.59
1374,8/29/2021 22:02,P0240,8,mastercard,5048376187372377,F,1.27,1,1.69
1375,8/30/2021 2:15,P0649,6,,3552004956298010,F,18.36,2,20.19
1376,8/30/2021 3:04,P0400,5,visa,4041592904494,F,6.39,2,7.69
1377,8/30/2021 4:51,P0322,4,visa,4041597832195,F,13.65,5,14.89
1378,8/30/2021 7:16,P0331,6,,5245753433852595,F,15.79,3,17.59
1379,8/30/2021 7:19,P0534,6,americanexpress,374288878642700,F,7.63,4,8.29
1380,8/30/2021 7:32,P0416,8,,5108751247630930,F,9.88,2,11.29
1381,8/30/2021 9:13,P0380,1,mastercard,5108756778383197,F,10.56,1,11.59
1382,8/30/2021 9:18,P0213,4,visa,4041591877968868,F,11.19,1,11.99
1383,8/30/2021 11:13,P0127,5,americanexpress,374283686467465,T,13.91,1,14.89
1384,8/30/2021 12:37,P0527,8,mastercard,5048374090584766,T,16.63,1,18.09
1385,8/30/2021 12:45,P0543,9,visa,4041590316969255,F,17.45,1,18.49
1386,8/30/2021 12:56,P0235,5,americanexpress,374283486154321,F,11.99,1,13.49
1387,8/30/2021 19:02,P0614,2,mastercard,5108753385078476,F,13.52,1,14.79
1388,8/30/2021 22:11,P0354,5,visa,4041591170566229,F,15.35,2,17.09
1389,8/30/2021 22:58,P0500,4,americanexpress,374288606605227,F,7.53,4,8.29
1390,8/30/2021 23:57,P0367,4,visa,4041590148367,T,11.63,1,12.89
1391,8/31/2021 10:07,P0662,8,mastercard,5048374240437394,F,7.58,1,8.29
1392,8/31/2021 10:21,P0000,4,,3546672346674857,F,19.02,1,20.99
1393,8/31/2021 15:25,P0090,7,americanexpress,374283080920671,F,11.11,1,11.79
1394,8/31/2021 16:24,P0418,7,mastercard,5048372528838457,F,13.24,3,14.69
1395,8/31/2021 17:37,P0318,5,mastercard,5108750675417802,F,6.76,3,7.99
1396,8/31/2021 19:53,P0327,10,visa,4041597756568,T,7.13,3,8.19
1397,8/31/2021 20:56,P0748,5,visa,4041596092291228,F,10.22,1,11.49
1398,8/31/2021 22:11,P0519,3,americanexpress,374288206710740,F,12.45,1,14.09
1399,8/31/2021 23:07,P0318,6,visa,4041591066920084,F,6.76,1,7.99
1400,9/1/2021 2:27,P0260,8,mastercard,5048373523764854,F,15.96,1,17.79
1401,9/1/2021 2:32,P0401,8,visa,4041591872288189,F,16.69,6,18.09
1402,9/1/2021 3:36,P0461,3,visa,4041597352868531,F,15.83,2,17.69
1403,9/1/2021 4:24,P0596,6,mastercard,5048379557373439,F,12.28,1,13.89
1404,9/1/2021 4:52,P0102,8,mastercard,5048375633014419,F,16.26,1,17.99
1405,9/1/2021 7:14,P0345,6,americanexpress,374288095989132,F,7.18,1,8.19
1406,9/1/2021 7:40,P0354,4,visa,4041598269652349,F,15.35,2,17.09
1407,9/1/2021 9:24,P0344,5,americanexpress,374283896208089,F,9.86,1,11.29
1408,9/1/2021 9:46,P0292,8,mastercard,5048372369989377,F,10.49,3,11.49
1409,9/1/2021 10:50,P0575,4,americanexpress,374283957127848,F,2.81,1,3.99
1410,9/1/2021 17:25,P0326,7,americanexpress,374283916229131,F,12.66,3,14.29
1411,9/1/2021 17:44,P0400,11,americanexpress,374283298298563,F,6.39,1,7.69
1412,9/1/2021 18:25,P0667,6,visa,4041593961527881,F,12.7,3,14.39
1413,9/1/2021 19:28,P0463,5,mastercard,5048378153986479,F,12.96,2,14.59
1414,9/1/2021 19:44,P0137,6,americanexpress,374288239549875,F,1.91,4,2.39
1415,9/1/2021 22:08,P0218,5,mastercard,5108757386267384,F,8.4,2,9.39
1416,9/2/2021 1:52,P0463,7,visa,4041590307781,F,12.96,1,14.59
1417,9/2/2021 4:13,P0507,5,visa,4041592861298,F,8.17,1,8.89
1418,9/2/2021 4:24,P0393,7,americanexpress,374283096512959,F,10.94,3,11.59
1419,9/2/2021 7:13,P0210,7,americanexpress,374283918794769,F,2.78,1,3.89
1420,9/2/2021 9:08,P0162,3,americanexpress,374288022263197,T,18.21,1,19.99
1421,9/2/2021 10:51,P0254,5,visa,4041598013159,F,11.44,3,12.49
1422,9/2/2021 14:37,P0005,9,visa,4041596513082230,F,6.38,2,7.69
1423,9/2/2021 17:01,P0547,8,visa,4041590901799,T,20,1,21.49
1424,9/2/2021 17:37,P0406,5,americanexpress,374283763396660,F,7.19,1,8.19
1425,9/2/2021 17:42,P0389,9,americanexpress,374283859431009,F,5.95,1,7.19
1426,9/2/2021 18:39,P0495,8,visa,4041590226851239,F,4.23,1,4.99
1427,9/2/2021 19:41,P0483,7,visa,4041596207373,F,17.52,3,18.69
1428,9/2/2021 20:01,P0495,5,mastercard,5108759796848175,F,4.23,1,4.99
1429,9/2/2021 21:06,P0371,9,americanexpress,374283090144403,T,5.38,3,6.29
1430,9/2/2021 21:51,P0512,5,visa,4041595843468572,T,15.55,1,17.39
1431,9/3/2021 0:30,P0498,9,mastercard,5108751132693290,T,11.6,1,12.79
1432,9/3/2021 1:05,P0474,4,mastercard,5108751444593055,F,15.66,1,17.49
1433,9/3/2021 4:07,P0247,6,mastercard,5048377891795499,F,13.58,3,14.79
1434,9/3/2021 11:07,P0486,5,americanexpress,374283090806373,F,6.52,3,7.89
1435,9/3/2021 15:13,P0452,5,americanexpress,374283652257817,F,8.33,3,9.29
1436,9/3/2021 16:38,P0541,7,visa,4041593374999990,T,2.8,4,3.89
1437,9/3/2021 20:14,P0468,6,mastercard,5048375241581114,T,13.48,4,14.79
1438,9/3/2021 20:24,P0438,7,americanexpress,374288986738648,F,5.21,3,5.99
1439,9/3/2021 21:22,P0398,7,americanexpress,374283029298528,T,1.75,4,2.09
1440,9/4/2021 3:52,P0471,7,americanexpress,374283947159695,F,14.12,2,14.89
1441,9/4/2021 4:01,P0710,2,americanexpress,374288190284165,F,4.36,2,4.99
1442,9/4/2021 4:03,P0716,7,mastercard,5048371185859954,F,13.32,1,14.79
1443,9/4/2021 5:29,P0629,7,americanexpress,374288286104129,F,6.4,2,7.79
1444,9/4/2021 10:41,P0266,10,visa,4041590766940988,T,7.49,2,8.29
1445,9/4/2021 11:21,P0484,6,americanexpress,374288987270641,F,10.9,2,11.59
1446,9/4/2021 11:36,P0293,5,mastercard,5108756578046879,F,18.19,4,19.89
1447,9/4/2021 12:18,P0363,6,mastercard,5048377677598653,F,14.85,1,16.29
1448,9/4/2021 14:03,P0176,5,mastercard,5048374650052527,F,14.46,2,15.59
1449,9/4/2021 14:04,P0617,5,mastercard,5108750007910987,F,0.35,1,1.39
1450,9/4/2021 17:07,P0361,6,mastercard,5108755078984233,F,8.85,4,10.19
1451,9/4/2021 17:12,P0433,4,americanexpress,374288469253552,F,9.33,2,10.79
1452,9/4/2021 18:27,P0293,5,mastercard,5048370810388256,F,18.19,1,19.89
1453,9/4/2021 19:44,P0164,6,americanexpress,374283028820413,F,18.98,3,20.99
1454,9/4/2021 23:31,P0532,6,visa,4041596488932,F,8.96,4,10.29
1455,9/4/2021 23:34,P0231,10,visa,4041596052571155,T,6.94,2,8.09
1456,9/5/2021 1:29,P0321,10,americanexpress,374283793953498,F,17.35,2,18.29
1457,9/5/2021 1:31,P0317,9,mastercard,5108758413125280,F,16.83,2,18.19
1458,9/5/2021 7:22,P0546,7,mastercard,5108752617538232,F,3.2,1,4.39
1459,9/5/2021 9:32,P0596,5,americanexpress,374283747704898,F,12.28,1,13.89
1460,9/5/2021 12:32,P0283,6,mastercard,5048372771028152,T,1.68,2,1.89
1461,9/5/2021 12:41,P0337,10,mastercard,5108753866270550,F,19.24,1,21.19
1462,9/5/2021 14:52,P0332,6,mastercard,5048372340210794,F,16.62,1,18.09
1463,9/5/2021 16:31,P0692,6,americanexpress,374288531964822,F,11.98,1,13.49
1464,9/5/2021 18:18,P0744,7,mastercard,5108752140019163,F,7.42,1,8.29
1465,9/5/2021 22:55,P0642,7,americanexpress,374283695696955,F,5.45,4,6.39
1466,9/5/2021 23:15,P0108,0,,5564560331473504,F,16.62,2,18.09
1467,9/5/2021 23:49,P0336,9,visa,4041592569391138,F,8.17,4,8.89
1468,9/6/2021 1:06,P0524,3,visa,4041597031723,F,10.66,6,11.59
1469,9/6/2021 6:10,P0362,6,visa,4041594811855266,T,3.73,4,4.79
1470,9/6/2021 7:05,P0519,7,mastercard,5048372343482697,F,12.45,1,14.09
1471,9/6/2021 8:24,P0708,4,mastercard,5048375703904119,F,17.79,4,19.19
1472,9/6/2021 10:21,P0578,2,americanexpress,374288269492111,T,19.78,2,21.39
1473,9/6/2021 12:50,P0512,7,visa,4041594272471199,T,15.55,1,17.39
1474,9/7/2021 2:44,P0362,4,mastercard,5108755824655574,F,3.73,1,4.79
1475,9/7/2021 3:38,P0232,5,americanexpress,374288907645856,F,1.66,6,1.89
1476,9/7/2021 5:04,P0094,3,americanexpress,374283814872701,F,13.35,5,14.79
1477,9/7/2021 7:38,P0219,3,mastercard,5108757692066926,F,13.98,1,14.89
1478,9/7/2021 7:55,P0459,7,mastercard,5048372592261180,T,8.82,2,10.09
1479,9/7/2021 9:00,P0333,6,mastercard,5108758000544851,F,16.61,1,18.09
1480,9/7/2021 14:58,P0595,8,mastercard,5108751377331051,F,17.58,2,18.79
1481,9/7/2021 15:06,P0075,4,visa,4041598474328,F,3.87,4,4.89
1482,9/7/2021 16:16,P0571,4,visa,4041594873143,F,4.35,1,4.99
1483,9/7/2021 18:51,P0395,7,americanexpress,374283545940173,F,2.55,6,3.59
1484,9/7/2021 23:42,P0529,5,americanexpress,374288620180827,F,17.59,2,18.79
1485,9/8/2021 3:46,P0559,6,,5602239509320821,T,6.29,4,7.69
1486,9/8/2021 4:01,P0048,5,visa,4041593907333949,T,17.85,2,19.29
1487,9/8/2021 8:01,P0528,7,americanexpress,374288686801654,F,0.62,1,1.49
1488,9/8/2021 8:23,P0250,5,mastercard,5108751865975179,T,16.08,1,17.89
1489,9/8/2021 8:39,P0283,6,mastercard,5048374564963363,F,1.68,2,1.89
1490,9/8/2021 9:28,P0105,7,visa,4041591560040,F,15.47,1,17.29
1491,9/8/2021 9:55,P0328,3,americanexpress,374288683229800,F,3.18,1,4.39
1492,9/8/2021 11:01,P0668,6,mastercard,5108751119159463,F,0.46,1,1.39
1493,9/8/2021 14:35,P0183,5,americanexpress,374283149378077,F,4.77,2,5.09
1494,9/8/2021 16:23,P0321,4,mastercard,5108755914990105,F,17.35,3,18.29
1495,9/8/2021 18:37,P0531,5,mastercard,5108758910107450,F,3.2,1,4.39
1496,9/8/2021 20:14,P0113,7,visa,4041597763606,F,15.49,1,17.29
1497,9/8/2021 22:19,P0267,4,americanexpress,374288433180139,F,13.36,1,14.79
1498,9/9/2021 1:13,P0068,7,americanexpress,374288309400504,F,7.46,1,8.29
1499,9/9/2021 1:20,P0549,7,visa,4041598843029113,T,16.85,4,18.19
1500,9/9/2021 1:47,P0642,7,visa,4041590679999,F,5.45,2,6.39
1501,9/9/2021 5:32,P0101,10,,3580987195258546,F,16.11,1,17.89
1502,9/9/2021 6:13,P0381,9,visa,4041595835625221,F,5.05,1,5.69
1503,9/9/2021 6:23,P0206,5,visa,4041595655648,F,0.58,1,1.49
1504,9/9/2021 11:17,P0131,6,mastercard,5108754775851324,F,11.71,2,12.99
1505,9/9/2021 11:21,P0423,6,americanexpress,374288147971898,F,14.04,1,14.89
1506,9/9/2021 12:02,P0517,8,americanexpress,374283247071053,F,5.11,1,5.79
1507,9/9/2021 12:54,P0571,8,visa,4041595337736047,T,4.35,1,4.99
1508,9/9/2021 15:54,P0613,0,visa,4041593733691965,F,9.94,2,11.39
1509,9/9/2021 16:42,P0182,10,mastercard,5108754498871880,F,9.85,1,11.29
1510,9/9/2021 17:50,P0492,10,americanexpress,374288419235956,F,16.12,1,17.89
1511,9/9/2021 18:59,P0142,4,americanexpress,374288974793928,F,10.09,1,11.39
1512,9/9/2021 20:39,P0264,9,mastercard,5108751975453257,T,4.11,4,4.89
1513,9/9/2021 21:24,P0217,7,mastercard,5048376535413246,F,14.96,6,16.49
1514,9/9/2021 22:10,P0574,3,visa,4041591577340491,T,9.21,3,10.69
1515,9/10/2021 2:00,P0022,9,americanexpress,374288488024372,T,1.16,4,1.69
1516,9/10/2021 2:44,P0459,9,visa,4041590616962687,F,8.82,1,10.09
1517,9/10/2021 6:25,P0062,8,americanexpress,374288659779069,T,14.01,4,14.89
1518,9/10/2021 6:49,P0267,5,americanexpress,374283734363807,F,13.36,3,14.79
1519,9/10/2021 6:50,P0398,5,mastercard,5108754582260198,F,1.75,2,2.09
1520,9/10/2021 13:48,P0254,7,americanexpress,374288855740360,F,11.44,2,12.49
1521,9/10/2021 15:24,P0276,6,,6371332518923730,F,18.02,1,19.69
1522,9/10/2021 18:01,P0158,5,mastercard,5048376279747775,F,3.02,1,4.19
1523,9/10/2021 19:00,P0440,7,mastercard,5048376770901251,F,8.88,2,10.19
1524,9/10/2021 20:05,P0641,7,visa,4041599406616155,F,13.58,3,14.79
1525,9/10/2021 21:22,P0540,6,americanexpress,374288828122639,F,18.72,1,20.69
1526,9/11/2021 0:44,P0392,4,mastercard,5048375647555134,T,13.78,1,14.89
1527,9/11/2021 1:04,P0343,8,visa,4041596073825,F,3.66,1,4.79
1528,9/11/2021 2:47,P0549,3,mastercard,5048379001496091,F,16.85,3,18.19
1529,9/11/2021 4:05,P0468,5,mastercard,5048371419780976,F,13.48,2,14.79
1530,9/11/2021 5:49,P0419,6,mastercard,5048377626722966,F,16.66,1,18.09
1531,9/11/2021 6:17,P0245,2,mastercard,5048376469602525,F,4.19,2,4.89
1532,9/11/2021 7:52,P0266,6,americanexpress,374283224037382,F,7.49,4,8.29
1533,9/11/2021 10:09,P0607,4,visa,4041592383962,F,3.38,1,4.59
1534,9/11/2021 11:04,P0382,4,americanexpress,374283596301333,T,14.22,2,15.09
1535,9/11/2021 12:48,P0438,4,mastercard,5108756552850809,F,5.21,1,5.99
1536,9/11/2021 14:01,P0242,3,,337941488206656,F,1.6,4,1.79
1537,9/11/2021 18:25,P0407,6,visa,4041593741168,F,12.35,1,13.99
1538,9/11/2021 18:26,P0242,6,visa,4041591106562,F,1.6,2,1.79
1539,9/11/2021 20:31,P0335,5,mastercard,5048372431498241,F,17.17,1,18.19
1540,9/11/2021 22:16,P0587,6,visa,4041594590909391,F,13.88,4,14.89
1541,9/11/2021 22:52,P0205,7,americanexpress,374288773074447,F,16.68,1,18.09
1542,9/11/2021 23:26,P0380,8,,6374162732639227,F,10.56,1,11.59
1543,9/12/2021 0:33,P0489,6,mastercard,5048377613772933,F,8.46,2,9.49
1544,9/12/2021 2:07,P0476,3,americanexpress,374288655680691,F,13.26,2,14.69
1545,9/12/2021 3:47,P0528,7,visa,4041590970737,F,0.62,1,1.49
1546,9/12/2021 3:51,P0740,6,americanexpress,374283526446224,T,16.39,3,17.99
1547,9/12/2021 4:00,P0198,2,americanexpress,374283367977535,F,17,1,18.19
1548,9/12/2021 7:24,P0673,7,visa,4041590099776,F,1.5,2,1.69
1549,9/12/2021 13:24,P0162,9,americanexpress,374288539749209,F,18.21,1,19.99
1550,9/12/2021 14:10,P0489,7,americanexpress,374288108582080,F,8.46,1,9.49
1551,9/12/2021 16:14,P0527,3,visa,4041590108511380,F,16.63,4,18.09
1552,9/12/2021 19:28,P0419,5,americanexpress,374288828774660,F,16.66,3,18.09
1553,9/12/2021 20:07,P0266,4,americanexpress,374288063403223,F,7.49,1,8.29
1554,9/12/2021 20:57,P0037,7,mastercard,5108759530844191,F,18.48,1,20.39
1555,9/12/2021 21:36,P0227,3,visa,4041594263732138,F,7.59,4,8.29
1556,9/13/2021 5:32,P0018,5,mastercard,5048379738359778,T,17.1,2,18.19
1557,9/13/2021 6:03,P0489,6,mastercard,5048378039533701,F,8.46,1,9.49
1558,9/13/2021 6:49,P0350,5,mastercard,5048378784629852,T,17.21,1,18.19
1559,9/13/2021 7:06,P0552,4,americanexpress,374283080203201,F,11.36,1,12.29
1560,9/13/2021 8:46,P0681,7,visa,4041595711136,F,5.26,2,6.09
1561,9/13/2021 10:16,P0467,7,americanexpress,374288701221847,F,4.66,1,4.99
1562,9/13/2021 10:52,P0295,5,americanexpress,374283137049458,F,1.43,1,1.69
1563,9/13/2021 14:23,P0353,5,,5145718693664395,T,15.1,1,16.69
1564,9/13/2021 14:24,P0345,2,americanexpress,374283528719669,F,7.18,2,8.19
1565,9/13/2021 15:25,P0116,9,mastercard,5048372815220872,F,12.24,1,13.89
1566,9/13/2021 15:56,P0550,4,americanexpress,374283712922699,F,15.35,3,17.09
1567,9/13/2021 15:57,P0022,8,mastercard,5048375598025327,F,1.16,3,1.69
1568,9/13/2021 18:31,P0063,4,americanexpress,374288993699841,T,3.09,3,4.29
1569,9/13/2021 18:54,P0424,6,visa,4041595524653377,F,6.61,3,7.89
1570,9/13/2021 20:06,P0711,9,mastercard,5048374791819313,F,9.87,3,11.29
1571,9/13/2021 23:10,P0455,10,visa,4041593584469,F,1.63,1,1.79
1572,9/14/2021 0:36,P0326,6,visa,4041598542598954,F,12.66,3,14.29
1573,9/14/2021 0:49,P0391,5,americanexpress,374283364096172,F,1.6,1,1.79
1574,9/14/2021 1:12,P0433,6,visa,4041590202033695,F,9.33,2,10.79
1575,9/14/2021 2:58,P0208,8,mastercard,5048373197662574,F,4,1,4.89
1576,9/14/2021 4:04,P0721,2,americanexpress,374288214799198,F,4.19,2,4.89
1577,9/14/2021 9:43,P0410,2,mastercard,5108755173475814,F,2.95,1,4.09
1578,9/14/2021 10:47,P0529,5,americanexpress,374283254793300,F,17.59,2,18.79
1579,9/14/2021 14:05,P0528,3,visa,4041596155176,F,0.62,6,1.49
1580,9/14/2021 14:06,P0098,7,mastercard,5048370972070874,T,0.74,2,1.59
1581,9/14/2021 17:45,P0145,7,americanexpress,374288988795372,F,4.03,1,4.89
1582,9/14/2021 23:39,P0409,7,,5550728276417929,F,18.03,3,19.69
1583,9/15/2021 0:21,P0533,6,mastercard,5048376017607554,F,1.5,2,1.69
1584,9/15/2021 2:53,P0467,6,mastercard,5048374587396310,F,4.66,2,4.99
1585,9/15/2021 8:42,P0117,2,americanexpress,374283635763519,F,8.82,4,10.09
1586,9/15/2021 9:39,P0701,7,visa,4041592472757,F,11.06,1,11.69
1587,9/15/2021 10:17,P0265,7,visa,4041595292558,T,19.23,1,21.19
1588,9/15/2021 11:05,P0117,4,mastercard,5048371036498218,T,8.82,1,10.09
